Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Series_Complete_Yes,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Additional_Doses,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen
04/21/2022,RI,2576825,89000,981100,1506725,871414,60511,291609,518848,463913.0,197003.0,261732.0,5118.0
04/21/2022,AR,6134580,253300,2580720,3300560,1638155,112764,664996,859056,644586.0,313653.0,320511.0,9937.0
04/21/2022,AS,117010,600,24100,92310,41283,581,9413,30762,21758.0,4558.0,17198.0,2.0
04/21/2022,OK,7253330,323000,3044780,3885550,2257992,143788,853816,1260043,842980.0,386114.0,444741.0,12014.0
04/21/2022,OH,23012255,982700,8661640,13367915,6812411,551854,2390519,3864586,3525885.0,1499152.0,1966881.0,58910.0
04/21/2022,NM,4427345,187200,1732500,2507645,1485617,109855,561574,811891,733552.0,307796.0,414785.0,10710.0
04/21/2022,GU,320060,23600,85780,210680,138974,11092,40446,87330,60385.0,21746.0,37245.0,1394.0
04/21/2022,VT,1781350,72200,697280,1011870,505253,47339,178177,279467,303364.0,129853.0,168997.0,4497.0
04/21/2022,BP2,345530,16100,154020,175410,134413,13487,53536,67390,47490.0,29028.0,17797.0,643.0
04/21/2022,SC,10434575,452600,4348140,5633835,2915558,207411,1039481,1668276,1142285.0,489405.0,630137.0,22237.0
04/21/2022,CO,12384875,490900,4563240,7330735,4036754,311944,1435944,2286042,2083696.0,919596.0,1137314.0,26109.0
04/21/2022,MH,98680,12600,54000,32080,26900,2783,20198,3916,6679.0,6337.0,314.0,28.0
04/21/2022,LA,8178950,325100,3344980,4508870,2481745,180375,960211,1340054,973762.0,431512.0,528739.0,13427.0
04/21/2022,CT,8700525,344000,3353080,5003445,2815499,230936,950325,1633784,1449397.0,661080.0,770486.0,17807.0
04/21/2022,CA,89573555,3710800,32108980,53753775,28400258,2096398,9727515,16571232,14326263.0,6154792.0,7946958.0,223935.0
04/21/2022,NH,3467330,179400,1223740,2064190,951790,79007,342801,529877,416212.0,177857.0,230826.0,7512.0
04/21/2022,NE,3936110,150100,1380780,2405230,1227585,88642,415527,721730,619177.0,243330.0,368485.0,6925.0
04/21/2022,IA,6551055,289600,2515920,3745535,1950507,163090,714659,1072351,1030245.0,468930.0,547192.0,14066.0
04/21/2022,MN,12547630,503400,4467020,7577210,3892805,328016,1300934,2262165,2229607.0,890804.0,1309629.0,28785.0
04/21/2022,PR,7438550,214500,2628620,4595430,2645701,139340,952030,1554215,1529640.0,607410.0,910847.0,11363.0
04/21/2022,NY,45772455,1883100,16154600,27734755,14920882,1252048,4990420,8672151,6768929.0,2879036.0,3773282.0,116020.0
04/21/2022,DC,1867505,70800,663780,1132925,520427,39414,177769,302755,195734.0,82430.0,111769.0,1461.0
04/21/2022,ME,3371850,152700,1330720,1888430,1066257,131738,383800,549890,592521.0,270750.0,310329.0,10829.0
04/21/2022,VA,19520485,780800,6935700,11803985,6230535,454322,2016476,3756006,2932075.0,1215878.0,1671242.0,44159.0
04/21/2022,MP,124430,3600,25320,95510,43265,1158,5209,36897,20914.0,4144.0,16562.0,208.0
04/21/2022,PW,44990,3800,29000,12190,18115,2354,12661,3050,11321.0,10456.0,865.0,0.0
04/21/2022,TN,12782330,512200,4899140,7370990,3715112,235721,1319752,2147198,1625586.0,687939.0,911336.0,22229.0
04/21/2022,VI,147860,2900,39540,105420,56618,2088,15688,38836,16520.0,5628.0,10748.0,142.0
04/21/2022,UT,6225050,245700,2116760,3862590,2057127,169874,667145,1220094,911417.0,349214.0,549719.0,12478.0
04/21/2022,WI,11520045,452300,4313100,6754645,3809686,300122,1334717,2173945,2130908.0,885179.0,1218422.0,27179.0
04/21/2022,AL,9617540,396700,4191660,5029180,2500762,165757,1029612,1304692,886245.0,436175.0,434168.0,15779.0
04/21/2022,KY,8803375,380800,3633500,4789075,2558685,210717,978133,1368005,1127484.0,508507.0,595189.0,23575.0
04/21/2022,AZ,14725420,608100,5635020,8482300,4469891,332931,1636738,2492194,1857541.0,814334.0,1017438.0,23933.0
04/21/2022,WV,4039445,164100,1614220,2261125,1029847,60911,422310,546151,468729.0,221258.0,242354.0,5041.0
04/21/2022,NV,5902110,258900,2027000,3616210,1868274,172410,603760,1092038,717127.0,293827.0,411054.0,12241.0
04/20/2022,ID,3366790,157100,1310980,1898710,963120,81277,329849,551166,403938.0,177119.0,220474.0,6239.0
04/20/2022,VT,1779250,72200,696080,1010970,504995,47272,178057,279396,303115.0,129737.0,168871.0,4489.0
04/20/2022,AS,115210,600,24100,90510,41265,581,9412,30745,21712.0,4543.0,17159.0,2.0
04/20/2022,NJ,21845655,961300,7851380,13032975,6697870,515083,2307175,3874078,3154873.0,1341427.0,1747377.0,65991.0
04/20/2022,FM,158900,12800,89940,56160,55655,12438,31559,11641,13682.0,12682.0,639.0,361.0
04/20/2022,NV,5890610,258700,2018900,3613010,1866337,172381,603562,1090330,716391.0,293537.0,410614.0,12235.0
04/20/2022,US,719789345,30636700,267060680,422091965,219047079,16921028,76229675,125741487,99663805.0,42862896.0,55276692.0,1492779.0
04/20/2022,MH,98680,12600,54000,32080,26900,2783,20198,3916,6678.0,6336.0,314.0,28.0
04/20/2022,NC,21795400,928200,8237160,12630040,6369923,483884,2203784,3682102,1676121.0,734235.0,913319.0,28540.0
04/20/2022,TX,61190035,2620500,21993980,36575555,17744257,1356567,6093756,10292869,6649425.0,2897827.0,3651806.0,99560.0
04/20/2022,MA,16810410,616400,6382220,9811790,5424122,380937,1906230,3136746,2764193.0,1288538.0,1448761.0,26868.0
04/20/2022,KY,8783375,380700,3620600,4782075,2558201,210689,977957,1367719,1126721.0,508132.0,594757.0,23564.0
04/20/2022,VI,147860,2900,39540,105420,56597,2088,15681,38823,16490.0,5618.0,10728.0,142.0
04/20/2022,ME,3359750,152600,1324620,1882530,1065065,131251,383515,549471,591725.0,270439.0,309856.0,10811.0
04/20/2022,CA,89458655,3710700,32073480,53674475,28383453,2095807,9722749,16559788,14303227.0,6147081.0,7931825.0,223735.0
04/20/2022,ND,1377100,52900,530620,793580,417183,36543,145411,235215,168601.0,77444.0,88637.0,2511.0
04/20/2022,OR,9949785,462300,3746360,5741125,2929710,247031,1000021,1676984,1553767.0,659287.0,869885.0,23902.0
04/20/2022,MP,124430,3600,25320,95510,43247,1157,5207,36882,20794.0,4132.0,16455.0,207.0
04/20/2022,MI,21028210,939800,8298920,11789490,5992453,420520,2171733,3399067,3236232.0,1441561.0,1746737.0,47797.0
04/20/2022,MN,12532430,503400,4456920,7572110,3891866,327983,1300608,2261579,2227773.0,890076.0,1308480.0,28780.0
04/20/2022,MO,11521505,426700,4386060,6708745,3430806,237754,1165813,2026482,1447874.0,592473.0,837735.0,17584.0
04/20/2022,IH2,2911995,107000,1288380,1516615,867469,38510,392379,436574,269575.0,128772.0,138454.0,2226.0
04/20/2022,UT,6217050,245500,2110560,3860990,2055379,169772,666890,1218702,909288.0,348661.0,548170.0,12449.0
04/20/2022,FL,47690285,2370200,17665620,27654465,14345230,1358938,4866364,8079913,5723018.0,2456929.0,3154168.0,104589.0
04/20/2022,IN,13297980,603700,4672000,8022280,3683661,281196,1251970,2142033,1680243.0,654044.0,1003359.0,21329.0
04/20/2022,AR,6120080,253300,2566820,3299960,1637675,112748,664808,858776,643894.0,313262.0,320122.0,9933.0
04/20/2022,IA,6545355,289400,2513420,3742535,1949832,163061,714423,1071938,1029319.0,468684.0,546508.0,14062.0
04/20/2022,MT,1955695,104800,805000,1045895,605370,54951,237011,312893,287526.0,134997.0,147063.0,5098.0
04/20/2022,DC,1862705,70700,662080,1129925,519997,39409,177610,302491,195204.0,82208.0,111462.0,1460.0
04/20/2022,AK,1523965,85000,589220,849745,453836,41668,160678,251362,195064.0,86391.0,105700.0,2944.0
04/20/2022,TN,12769730,511800,4889440,7368490,3714015,235658,1319381,2146561,1623911.0,687186.0,910459.0,22206.0
04/20/2022,GU,320060,23600,85780,210680,138890,11086,40424,87273,60240.0,21677.0,37144.0,1394.0
04/20/2022,DE,2332155,98700,902200,1331255,670696,57063,235031,377891,303350.0,130284.0,167862.0,5142.0
04/20/2022,DD2,6672510,210500,2186640,4275370,3152696,291722,975927,1884828,1833.0,588.0,1212.0,33.0
04/20/2022,MD,15713470,605700,5356560,9751210,4558658,326379,1517278,2710454,2302452.0,961127.0,1304917.0,35516.0
04/20/2022,LA,8171450,325000,3339080,4507370,2481126,180339,960031,1339651,972780.0,431132.0,528140.0,13423.0
04/20/2022,SD,1857765,90700,742200,1024865,539852,38999,197206,303608,223084.0,100413.0,119788.0,2868.0
04/20/2022,CT,8691425,343900,3346580,5000945,2814375,230903,949905,1633112,1448215.0,660622.0,769752.0,17801.0
04/20/2022,NE,3930710,150100,1377780,2402830,1226358,88596,415197,720887,617639.0,242875.0,367412.0,6922.0
04/20/2022,NM,4418445,186900,1727000,2504545,1484443,109826,561225,811090,732802.0,307232.0,414353.0,10704.0
04/20/2022,PR,7435450,214400,2625920,4595130,2645149,139336,951777,1553920,1528577.0,606878.0,910320.0,11359.0
04/20/2022,WY,967485,48000,427440,492045,297426,26778,119564,150943,127824.0,58791.0,67151.0,1830.0
04/20/2022,SC,10401275,452400,4340640,5608235,2915405,207400,1039420,1668195,1142235.0,489368.0,630117.0,22237.0
04/20/2022,VA2,7994620,626400,3911680,3456540,2942803,233557,1442770,1266463,1133132.0,599374.0,512619.0,21132.0
04/20/2022,BP2,345030,16100,153520,175410,134412,13487,53535,67390,47490.0,29027.0,17797.0,643.0
04/20/2022,VA,19495185,780700,6916100,11798385,6228618,454261,2015827,3754815,2929869.0,1215100.0,1669843.0,44136.0
04/20/2022,NY,45728155,1882300,16130000,27715855,14913314,1251825,4987835,8667412,6759142.0,2875580.0,3767033.0,115941.0
04/20/2022,AZ,14687420,607700,5609620,8470100,4466301,332854,1636176,2489278,1854961.0,813306.0,1015917.0,23913.0
04/20/2022,AL,9605440,396700,4183560,5025180,2499476,165710,1029125,1303942,884773.0,435493.0,433387.0,15772.0
04/20/2022,PA,30336025,1524700,11575060,17236265,8722938,722922,3119834,4879502,3694512.0,1617699.0,2016040.0,60697.0
04/20/2022,OH,22978155,982500,8636940,13358715,6810944,551749,2390086,3863661,3523338.0,1498175.0,1965356.0,58869.0
04/20/2022,MS,5489515,226600,2217860,3045055,1538298,85952,584870,866210,569081.0,264769.0,295495.0,8128.0
04/20/2022,KS,5987715,255900,2299240,3432575,1782872,126165,635142,1020780,757179.0,326918.0,419195.0,10750.0
04/20/2022,IL,27224845,1165300,9463640,16595905,8685394,624273,2813400,5238271,4415697.0,1794448.0,2565788.0,53625.0
04/20/2022,RI,2573525,89000,979700,1504825,871107,60504,291493,518664,463482.0,196836.0,261473.0,5114.0
04/20/2022,WA,17644795,757400,6398900,10488495,5513538,452071,1896917,3160310,2866121.0,1242305.0,1585135.0,37691.0
04/20/2022,CO,12358575,490800,4538840,7328935,4035304,311907,1435540,2285033,2082183.0,918946.0,1136395.0,26097.0
04/20/2022,WI,11505145,452000,4304000,6749145,3808711,300100,1334408,2173304,2129101.0,884545.0,1217260.0,27167.0
04/20/2022,HI,3438680,124400,1285020,2029260,1105648,65214,364454,675965,562710.0,251054.0,305484.0,6169.0
04/20/2022,OK,7239330,322200,3032780,3884350,2256094,143548,853267,1258927,841033.0,385122.0,443479.0,11978.0
04/20/2022,PW,44990,3800,29000,12190,18115,2354,12661,3050,11321.0,10456.0,865.0,0.0
04/20/2022,NH,3462630,179400,1221740,2061490,941449,76969,339323,525051,394102.0,165687.0,221416.0,6923.0
04/20/2022,WV,4033345,164000,1608820,2260525,1029608,60898,422210,546025,468391.0,221120.0,242156.0,5040.0
04/20/2022,GA,21508795,829600,8394340,12284855,5791685,319510,2141079,3319062,2146405.0,957133.0,1162450.0,25114.0
04/19/2022,GA,21452295,828600,8363540,12260155,5790869,319472,2140850,3318522,2145047.0,956556.0,1161687.0,25099.0
04/19/2022,MN,12480530,503400,4436720,7540410,3891140,327952,1300438,2261058,2226348.0,889653.0,1307494.0,28771.0
04/19/2022,MP,124430,3600,25320,95510,43247,1157,5207,36882,20794.0,4132.0,16455.0,207.0
04/19/2022,ND,1371200,52800,525820,792580,417119,36542,145376,235188,168570.0,77417.0,88633.0,2511.0
04/19/2022,CA,89229955,3710700,31993880,53525375,28376962,2095576,9720516,16555763,14290116.0,6141855.0,7924077.0,223604.0
04/19/2022,AS,115210,600,24100,90510,41264,581,9412,30744,21712.0,4543.0,17159.0,2.0
04/19/2022,FM,155000,12800,89940,52260,55655,12438,31559,11641,13682.0,12682.0,639.0,361.0
04/19/2022,FL,47604085,2368200,17614720,27621165,14342962,1358777,4865773,8078451,5719711.0,2455808.0,3152065.0,104534.0
04/19/2022,AL,9584440,396600,4169560,5018280,2499054,165684,1028975,1303699,884208.0,435208.0,433111.0,15771.0
04/19/2022,MS,5481715,226500,2212160,3043055,1537950,85927,584744,866017,568628.0,264528.0,295290.0,8123.0
04/19/2022,NH,3458130,179400,1220640,2058090,941153,76969,339283,524795,394009.0,165655.0,221355.0,6923.0
04/19/2022,ID,3361490,157100,1309780,1894610,962918,81265,329777,551049,403611.0,176977.0,220290.0,6238.0
04/19/2022,MO,11483205,426600,4370360,6686245,3430058,237725,1165578,2026000,1446980.0,592136.0,837195.0,17568.0
04/19/2022,NM,4407745,186900,1721300,2499545,1484082,109796,561090,810898,732316.0,307041.0,414070.0,10697.0
04/19/2022,PR,7428350,214400,2622320,4591630,2645143,139336,951776,1553915,1528575.0,606878.0,910318.0,11359.0
04/19/2022,OH,22951955,982200,8622840,13346915,6809772,551673,2389724,3862928,3521396.0,1497489.0,1964131.0,58840.0
04/19/2022,IL,27181745,1164700,9442240,16574805,8682603,624129,2812638,5236400,4412286.0,1793319.0,2563543.0,53602.0
04/19/2022,MI,20991410,939500,8276120,11775790,5991453,420462,2171411,3398448,3234575.0,1440871.0,1745785.0,47785.0
04/19/2022,NY,45665155,1881800,16109100,27674255,14910583,1251696,4987195,8665472,6755875.0,2874433.0,3764947.0,115909.0
04/19/2022,WV,4025845,163600,1603420,2258825,1029439,60887,422142,545935,468043.0,220978.0,241952.0,5038.0
04/19/2022,VI,147460,2900,39140,105420,56588,2088,15677,38818,16465.0,5612.0,10709.0,142.0
04/19/2022,IH2,2909195,106900,1285680,1516615,867163,38502,392266,436389,269217.0,128606.0,138262.0,2226.0
04/19/2022,TN,12752830,511300,4878040,7363490,3712980,235548,1319058,2145981,1622312.0,686386.0,909706.0,22177.0
04/19/2022,GU,320060,23600,85780,210680,138876,11085,40423,87262,60216.0,21671.0,37126.0,1394.0
04/19/2022,MA,16776010,616300,6365920,9793790,5423055,380908,1905757,3136181,2762911.0,1288033.0,1447993.0,26859.0
04/19/2022,IA,6538255,289400,2508720,3740135,1949435,163049,714312,1071667,1028788.0,468515.0,546149.0,14060.0
04/19/2022,TX,61094835,2620200,21925280,36549355,17744065,1356559,6093692,10292749,6649294.0,2897781.0,3651721.0,99560.0
04/19/2022,CT,8674125,343900,3337980,4992245,2813738,230886,949675,1632722,1447587.0,660400.0,769355.0,17792.0
04/19/2022,NE,3925410,150100,1376080,2399230,1226339,88595,415184,720882,617629.0,242872.0,367405.0,6922.0
04/19/2022,DE,2330255,98700,901000,1330555,670516,57061,234968,377777,303171.0,130211.0,167758.0,5141.0
04/19/2022,OR,9921785,462300,3733760,5725725,2929118,247010,999842,1676606,1552726.0,658873.0,869278.0,23892.0
04/19/2022,SC,10371275,451200,4315640,5604435,2915330,207399,1039393,1668148,1142191.0,489340.0,630102.0,22236.0
04/19/2022,CO,12337475,490500,4533340,7313635,4034403,311873,1435173,2284545,2080584.0,918340.0,1135477.0,26090.0
04/19/2022,BP2,344030,16100,153420,174510,134412,13487,53535,67390,47488.0,29027.0,17795.0,643.0
04/19/2022,MT,1954895,104800,804200,1045895,604762,54898,236796,312555,286633.0,134577.0,146604.0,5088.0
04/19/2022,NC,21756400,926800,8207560,12622040,6363880,483824,2201270,3678633,1674137.0,733448.0,912135.0,28528.0
04/19/2022,VA2,7963820,626300,3880980,3456540,2942122,233552,1442395,1266162,1131926.0,598696.0,512092.0,21131.0
04/19/2022,MH,98680,12600,54000,32080,26900,2783,20198,3916,6678.0,6336.0,314.0,28.0
04/19/2022,UT,6208250,245500,2107860,3854890,2055349,169771,666876,1218687,909264.0,348642.0,548166.0,12449.0
04/19/2022,VT,1776550,72200,695280,1009070,504948,47269,178035,279374,303047.0,129700.0,168841.0,4488.0
04/19/2022,DD2,6663810,210500,2179840,4273470,3151931,291671,975644,1884397,1833.0,588.0,1212.0,33.0
04/19/2022,AR,6103280,253300,2557420,3292560,1637269,112735,664665,858527,643295.0,313005.0,319784.0,9933.0
04/19/2022,MD,15677070,605600,5350860,9720610,4557253,326323,1516882,2709524,2300074.0,960276.0,1303417.0,35496.0
04/19/2022,OK,7228530,322200,3023680,3882650,2255746,143548,853085,1258761,840948.0,385096.0,443420.0,11978.0
04/19/2022,WY,966485,48000,426440,492045,297343,26775,119548,150879,127764.0,58768.0,67115.0,1829.0
04/19/2022,WI,11474845,452000,4279000,6743845,3807953,300077,1334189,2172788,2127886.0,884167.0,1216428.0,27162.0
04/19/2022,US,718395045,30620000,266347880,421427165,218996861,16918982,76213354,125709925,99595909.0,42837345.0,55235253.0,1492120.0
04/19/2022,PW,44990,3800,29000,12190,18115,2354,12661,3050,11321.0,10456.0,865.0,0.0
04/19/2022,NJ,21804255,960000,7824380,13019875,6695767,515011,2306433,3872795,3151558.0,1340243.0,1745296.0,65943.0
04/19/2022,KS,5977815,255900,2297540,3424375,1782387,126145,634987,1020477,756644.0,326695.0,418900.0,10745.0
04/19/2022,ME,3353250,152400,1322820,1878030,1064394,131228,383250,549094,590158.0,269913.0,308828.0,10805.0
04/19/2022,DC,1858905,70600,659680,1128625,519706,39398,177524,302297,194739.0,82000.0,111205.0,1460.0
04/19/2022,PA,30280125,1524500,11541560,17214065,8719251,722779,3118516,4877277,3690651.0,1616133.0,2013776.0,60666.0
04/19/2022,IN,13276580,603400,4658400,8014780,3683048,281158,1251801,2141631,1679128.0,653676.0,1002646.0,21308.0
04/19/2022,AZ,14661320,607100,5600720,8453500,4464222,332810,1635750,2487709,1851920.0,812519.0,1013695.0,23896.0
04/19/2022,WA,17613895,757000,6384700,10472195,5512121,452001,1896511,3159384,2863711.0,1241345.0,1583726.0,37655.0
04/19/2022,LA,8164850,322000,3336380,4506470,2480687,180311,959915,1339357,972110.0,430854.0,527751.0,13420.0
04/19/2022,KY,8771875,380700,3613400,4777775,2557696,210666,977793,1367402,1125988.0,507836.0,594328.0,23556.0
04/19/2022,NV,5888610,258700,2017800,3612110,1865922,172372,603449,1090037,715882.0,293370.0,410275.0,12232.0
04/19/2022,HI,3427580,124400,1279120,2024060,1105414,65202,364372,675826,562271.0,250877.0,305225.0,6167.0
04/19/2022,SD,1850365,90200,735300,1024865,539785,38995,197190,303561,223041.0,100397.0,119761.0,2868.0
04/19/2022,AK,1516565,84700,586520,845345,453583,41643,160635,251177,194772.0,86276.0,105524.0,2943.0
04/19/2022,RI,2559925,89000,976800,1494125,870862,60494,291433,518492,463167.0,196745.0,261256.0,5107.0
04/19/2022,VA,19464985,780300,6893900,11790785,6227424,454208,2015435,3754069,2928360.0,1214583.0,1668869.0,44120.0
04/18/2022,MO,11482005,426600,4370360,6685045,3428048,237678,1164933,2024682,1444458.0,591221.0,835604.0,17552.0
04/18/2022,WA,17611195,757000,6384700,10469495,5509923,451891,1895927,3157893,2859732.0,1239934.0,1581189.0,37625.0
04/18/2022,FM,155000,12800,89940,52260,55655,12438,31559,11641,13682.0,12682.0,639.0,361.0
04/18/2022,TN,12748230,511300,4877940,7358990,3708791,235357,1317942,2143138,1617289.0,684649.0,906496.0,22122.0
04/18/2022,GA,21447795,828600,8363540,12255655,5784823,319218,2138899,3314711,2132186.0,950458.0,1155004.0,25034.0
04/18/2022,SD,1849965,90200,735300,1024465,539766,38991,197186,303550,223017.0,100388.0,119746.0,2868.0
04/18/2022,GU,320060,23600,85780,210680,138872,11084,40422,87260,60216.0,21671.0,37126.0,1394.0
04/18/2022,WV,4022845,163600,1603420,2255825,1029025,60873,421947,545730,467231.0,220651.0,241470.0,5035.0
04/18/2022,ME,3352650,152400,1322820,1877430,1064345,131228,383225,549070,590137.0,269907.0,308813.0,10805.0
04/18/2022,HI,3426680,124400,1279120,2023160,1105009,65186,364246,675563,561589.0,250573.0,304852.0,6163.0
04/18/2022,NC,21751200,926800,8207260,12617140,6360120,483798,2199737,3676432,1673342.0,733146.0,911643.0,28527.0
04/18/2022,MD,15675170,605600,5350860,9718710,4556342,326290,1516587,2708943,2298765.0,959837.0,1302570.0,35479.0
04/18/2022,ID,3361190,157100,1309780,1894310,962734,81242,329732,550933,403500.0,176941.0,220217.0,6237.0
04/18/2022,WI,11445545,452000,4279000,6714545,3806607,300035,1333822,2171851,2125413.0,883322.0,1214812.0,27150.0
04/18/2022,MT,1954495,104800,804200,1045495,604750,54898,236795,312544,286628.0,134577.0,146599.0,5088.0
04/18/2022,NJ,21796255,960000,7824380,13011875,6694210,514950,2305862,3871876,3148888.0,1339203.0,1743694.0,65916.0
04/18/2022,MI,20989010,939500,8276120,11773390,5991370,420462,2171375,3398401,3234379.0,1440762.0,1745698.0,47785.0
04/18/2022,OH,22932355,982200,8622540,13327615,6809277,551643,2389574,3862613,3520597.0,1497213.0,1963614.0,58834.0
04/18/2022,NE,3922910,150100,1376080,2396730,1226317,88594,415171,720874,617591.0,242860.0,367380.0,6922.0
04/18/2022,DC,1857705,70600,659680,1127425,519518,39394,177444,302193,194562.0,81929.0,111099.0,1460.0
04/18/2022,MP,124430,3600,25320,95510,43247,1157,5207,36882,20794.0,4132.0,16455.0,207.0
04/18/2022,BP2,344030,16100,153420,174510,134162,13487,53374,67301,47143.0,28831.0,17646.0,643.0
04/18/2022,VA2,7963820,626300,3880980,3456540,2942121,233552,1442394,1266162,1131925.0,598695.0,512092.0,21131.0
04/18/2022,AK,1516565,84700,586520,845345,453436,41640,160584,251084,194489.0,86162.0,105359.0,2939.0
04/18/2022,AL,9582540,396600,4169560,5016380,2498711,165674,1028838,1303502,883925.0,435104.0,432934.0,15769.0
04/18/2022,UT,6207050,245500,2107860,3853690,2055344,169771,666875,1218684,909255.0,348640.0,548161.0,12448.0
04/18/2022,CT,8660025,343900,3337880,4978245,2813330,230875,949544,1632456,1447126.0,660230.0,769066.0,17790.0
04/18/2022,PA,30267925,1524500,11541560,17201865,8718080,722732,3118020,4876649,3689551.0,1615679.0,2013142.0,60654.0
